symbol,name,momentum,close,ma5,last_4_closes_sum,rps
600053,九鼎投资,0.27009222661396587,19.28,19.086,76.42999999999999,77.4102079395085
603421,鼎信通讯,0.26974664679582705,8.52,8.296000000000001,33.03,77.39130434782608
601011,宝泰隆,0.2696629213483147,3.39,3.412,13.7,77.37240075614366
000737,北方铜业,0.26882661996497376,14.49,14.268,57.18,77.35349716446125
600205,S山东铝,0.2685971043434847,25.41,24.29,98.86,77.33459357277883
002218,拓日新能,0.26851851851851855,4.11,4.196,16.77,77.31568998109641
605339,南侨食品,0.26844014510278125,20.98,20.932000000000002,83.41,77.29678638941398
300082,奥克股份,0.2682602921646747,9.55,9.544,38.150000000000006,77.27788279773156
002830,名雕股份,0.2682445759368835,19.29,19.204,77.33,77.25897920604915
002213,大为股份,0.26799999999999996,25.36,25.612000000000002,102.85,77.24007561436673
301105,鸿铭股份,0.26682887266828864,46.86,45.406000000000006,182.74,77.22117202268431
600846,同济科技,0.2664835164835165,13.83,13.991999999999999,55.76,77.20226843100188
688035,德邦科技,0.2664188351920694,51.1,48.547999999999995,194.86999999999998,77.18336483931947
688416,恒烁股份,0.26638634677219897,51.2,51.258,205.01,77.16446124763705
002006,精工科技,0.26613398893669343,20.6,20.890000000000004,83.43,77.14555765595463
688648,中邮科技,0.2661135928525847,59.52,56.988,230.16000000000003,77.12665406427222
600429,三元股份,0.2660753880266076,5.71,5.746,22.94,77.10775047258979
300626,华瑞股份,0.26586936522539106,13.76,12.651999999999997,51.22,77.08884688090737
002516,旷达科技,0.26562500000000006,6.48,6.4719999999999995,25.98,77.06994328922495
603098,森特股份,0.265609514370664,12.77,12.706,50.89,77.05103969754254
300055,万邦达,0.26530612244897966,7.44,7.4719999999999995,29.85,77.03213610586012
000528,柳    工,0.26403326403326416,12.16,12.404,49.44,77.0132325141777
920247,华密新材,0.2639296187683284,25.86,26.358000000000004,105.13,76.99432892249527
600682,南京新百,0.263785394932936,8.48,8.430000000000001,33.879999999999995,76.97542533081285
300358,楚天科技,0.26362484157160976,9.97,9.376000000000001,38.08,76.95652173913044
300035,中科电气,0.2634695085849615,21.34,21.048000000000002,84.28999999999999,76.93761814744802
000831,中国稀土,0.2627777777777778,45.46,44.842,180.20000000000002,76.9187145557656
688625,呈和科技,0.26266233766233765,38.89,38.694,155.11,76.89981096408317
300141,和顺电气,0.2626373626373627,11.49,11.834,46.970000000000006,76.88090737240076
002434,万里扬,0.2625850340136054,9.28,9.116,36.66,76.86200378071834
603969,银龙股份,0.26251691474966177,9.33,9.504,37.83,76.84310018903592
300943,春晖智控,0.26236979166666674,19.39,19.990000000000002,79.5,76.8241965973535
688039,当虹科技,0.2620607504466946,42.38,42.836,170.82999999999998,76.80529300567109
002538,司尔特,0.2616279069767441,6.51,6.516,26.089999999999996,76.78638941398866
300642,透景生命,0.2616005379959652,18.76,18.674000000000003,75.07000000000001,76.76748582230624
001318,阳光乳业,0.2612338156892611,16.56,16.716,66.77000000000001,76.74858223062382
920961,创远信科,0.2610441767068274,28.26,28.772,115.65,76.72967863894141
002115,三维通信,0.26096491228070184,11.5,12.088,48.24,76.71077504725898
688425,铁建重工,0.2606516290726817,5.03,5.012,20.09,76.69187145557656
603298,杭叉集团,0.2605600379686758,26.56,26.724,106.9,76.67296786389414
600626,申达股份,0.26038781163434904,4.55,4.592,18.45,76.65406427221171
600996,贵广网络,0.2596618357487923,10.43,10.372000000000002,41.519999999999996,76.6351606805293
300978,东箭科技,0.2589928057553958,14.0,13.878,56.23,76.61625708884688
002767,先锋电子,0.25811870100783874,22.47,22.312,89.38,76.59735349716446
301158,德石股份,0.25798954096455534,21.65,21.314,85.57999999999998,76.57844990548203
600786,东方锅炉,0.25784238714613633,82.2,82.89,328.32,76.55954631379961
603097,江苏华辰,0.25726141078838166,27.27,26.683999999999997,107.03999999999999,76.5406427221172
002690,美亚光电,0.25707405177603854,20.88,20.482,82.07,76.52173913043478
002138,顺络电子,0.25678571428571423,35.19,34.694,139.01,76.50283553875236
688551,科威尔,0.2567154029241755,36.96,36.762,147.06,76.48393194706993
002957,科瑞技术,0.2566909975669099,20.66,19.625999999999998,79.17999999999999,76.46502835538752
603008,喜临门,0.2566875355719976,22.08,22.163999999999998,89.0,76.4461247637051
300423,昇辉科技,0.2561863173216886,8.63,9.024000000000001,35.96,76.42722117202268
301039,中集车辆,0.25612745098039214,10.25,10.304,41.11,76.40831758034027
002679,福建金森,0.2560335781741869,11.97,12.104,48.61,76.38941398865785
002683,广东宏大,0.25596658711217174,42.1,41.628,167.1,76.37051039697542
603059,倍加洁,0.2552350849466615,31.77,30.872000000000003,124.3,76.351606805293
601898,中煤能源,0.2550335570469799,13.09,13.059999999999999,52.39,76.33270321361059
300465,高伟达,0.2547528517110267,19.8,20.012,79.6,76.31379962192817
301323,新莱福,0.25459136822773176,54.65,54.09799999999999,216.79999999999998,76.29489603024575
688119,中钢洛耐,0.25419664268585146,5.23,5.204,21.14,76.27599243856332
